Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,count
Eric L. Adams,Andrew Yang,Dianne Morales,Joycelyn Taylor,Scott M. Stringer,21
Eric L. Adams,Andrew Yang,Dianne Morales,Joycelyn Taylor,Shaun Donovan,9
Eric L. Adams,Andrew Yang,Dianne Morales,Joycelyn Taylor,skipped,12
Eric L. Adams,Andrew Yang,Dianne Morales,Joycelyn Taylor,writein,1
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Aaron S. Foldenauer,18
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Andrew Yang,4
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Art Chang,20
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Dianne Morales,3
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Eric L. Adams,4
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Isaac Wright Jr.,24
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Joycelyn Taylor,122
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Maya D. Wiley,80
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Paperboy Love Prince,8
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Raymond J. McGuire,36
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Scott M. Stringer,46
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,Shaun Donovan,54
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,overvote,1
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,skipped,85
Eric L. Adams,Andrew Yang,Dianne Morales,Kathryn A. Garcia,writein,5
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Aaron S. Foldenauer,3
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Art Chang,23
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Dianne Morales,1
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Eric L. Adams,2
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Isaac Wright Jr.,18
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Joycelyn Taylor,49
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Kathryn A. Garcia,115
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Paperboy Love Prince,12
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Raymond J. McGuire,18
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Scott M. Stringer,35
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,Shaun Donovan,28
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,overvote,2
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,skipped,29
Eric L. Adams,Andrew Yang,Dianne Morales,Maya D. Wiley,writein,3
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,Art Chang,3
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,Isaac Wright Jr.,3
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,Joycelyn Taylor,3
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,Kathryn A. Garcia,8
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,Maya D. Wiley,5
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,Shaun Donovan,3
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,skipped,5
Eric L. Adams,Andrew Yang,Dianne Morales,Paperboy Love Prince,writein,1
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Aaron S. Foldenauer,3
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Art Chang,9
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Dianne Morales,1
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Isaac Wright Jr.,7
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Joycelyn Taylor,18
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Kathryn A. Garcia,42
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Maya D. Wiley,33
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Paperboy Love Prince,2
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Scott M. Stringer,9
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,Shaun Donovan,14
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,overvote,1
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,skipped,11
Eric L. Adams,Andrew Yang,Dianne Morales,Raymond J. McGuire,writein,5
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Aaron S. Foldenauer,7
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Art Chang,11
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Isaac Wright Jr.,7
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Joycelyn Taylor,25
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Kathryn A. Garcia,58
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Maya D. Wiley,44
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Paperboy Love Prince,7
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Raymond J. McGuire,22
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,Shaun Donovan,12
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,overvote,1
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,skipped,16
Eric L. Adams,Andrew Yang,Dianne Morales,Scott M. Stringer,writein,1
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,Art Chang,2
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,Isaac Wright Jr.,3
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,Joycelyn Taylor,16
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,Kathryn A. Garcia,22
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,Maya D. Wiley,9
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,Paperboy Love Prince,5
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,Raymond J. McGuire,8
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,Scott M. Stringer,9
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,skipped,8
Eric L. Adams,Andrew Yang,Dianne Morales,Shaun Donovan,writein,2
Eric L. Adams,Andrew Yang,Dianne Morales,overvote,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Dianne Morales,overvote,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Dianne Morales,overvote,skipped,2
Eric L. Adams,Andrew Yang,Dianne Morales,skipped,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Dianne Morales,skipped,Joycelyn Taylor,5
Eric L. Adams,Andrew Yang,Dianne Morales,skipped,Kathryn A. Garcia,3
Eric L. Adams,Andrew Yang,Dianne Morales,skipped,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Dianne Morales,skipped,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Dianne Morales,skipped,Scott M. Stringer,2
Eric L. Adams,Andrew Yang,Dianne Morales,skipped,skipped,335
Eric L. Adams,Andrew Yang,Dianne Morales,writein,Art Chang,1
Eric L. Adams,Andrew Yang,Dianne Morales,writein,Kathryn A. Garcia,2
Eric L. Adams,Andrew Yang,Dianne Morales,writein,Maya D. Wiley,2
Eric L. Adams,Andrew Yang,Dianne Morales,writein,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Dianne Morales,writein,Shaun Donovan,1
Eric L. Adams,Andrew Yang,Dianne Morales,writein,skipped,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Aaron S. Foldenauer,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Aaron S. Foldenauer,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Andrew Yang,Eric L. Adams,25
Eric L. Adams,Andrew Yang,Eric L. Adams,Andrew Yang,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Andrew Yang,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Andrew Yang,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Andrew Yang,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Andrew Yang,skipped,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Dianne Morales,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Dianne Morales,Andrew Yang,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Dianne Morales,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Dianne Morales,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Dianne Morales,Maya D. Wiley,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Dianne Morales,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Dianne Morales,Shaun Donovan,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Dianne Morales,skipped,3
Eric L. Adams,Andrew Yang,Eric L. Adams,Dianne Morales,writein,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Eric L. Adams,Andrew Yang,6
Eric L. Adams,Andrew Yang,Eric L. Adams,Eric L. Adams,Eric L. Adams,40
Eric L. Adams,Andrew Yang,Eric L. Adams,Eric L. Adams,Isaac Wright Jr.,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Eric L. Adams,Shaun Donovan,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Eric L. Adams,skipped,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Isaac Wright Jr.,Dianne Morales,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Isaac Wright Jr.,skipped,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Joycelyn Taylor,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Joycelyn Taylor,Art Chang,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Joycelyn Taylor,Dianne Morales,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Joycelyn Taylor,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Kathryn A. Garcia,Andrew Yang,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Kathryn A. Garcia,Dianne Morales,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Kathryn A. Garcia,Maya D. Wiley,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Kathryn A. Garcia,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Maya D. Wiley,Dianne Morales,3
Eric L. Adams,Andrew Yang,Eric L. Adams,Maya D. Wiley,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Maya D. Wiley,Scott M. Stringer,3
Eric L. Adams,Andrew Yang,Eric L. Adams,Maya D. Wiley,Shaun Donovan,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Maya D. Wiley,skipped,3
Eric L. Adams,Andrew Yang,Eric L. Adams,Paperboy Love Prince,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Raymond J. McGuire,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Raymond J. McGuire,Art Chang,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Raymond J. McGuire,Dianne Morales,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Raymond J. McGuire,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Raymond J. McGuire,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Raymond J. McGuire,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Raymond J. McGuire,Shaun Donovan,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Raymond J. McGuire,skipped,6
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,Aaron S. Foldenauer,3
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,Art Chang,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,Dianne Morales,3
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,Joycelyn Taylor,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,Maya D. Wiley,4
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,Paperboy Love Prince,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,Raymond J. McGuire,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,Shaun Donovan,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Scott M. Stringer,skipped,2
Eric L. Adams,Andrew Yang,Eric L. Adams,Shaun Donovan,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Shaun Donovan,Art Chang,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Shaun Donovan,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Shaun Donovan,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Eric L. Adams,Shaun Donovan,Scott M. Stringer,3
Eric L. Adams,Andrew Yang,Eric L. Adams,skipped,skipped,38
Eric L. Adams,Andrew Yang,Eric L. Adams,writein,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Aaron S. Foldenauer,Art Chang,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Aaron S. Foldenauer,Joycelyn Taylor,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Aaron S. Foldenauer,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Aaron S. Foldenauer,Raymond J. McGuire,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Aaron S. Foldenauer,Scott M. Stringer,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Aaron S. Foldenauer,Shaun Donovan,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Aaron S. Foldenauer,skipped,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Aaron S. Foldenauer,writein,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Andrew Yang,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Andrew Yang,Dianne Morales,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Art Chang,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Art Chang,Dianne Morales,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Art Chang,Joycelyn Taylor,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Art Chang,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Art Chang,Maya D. Wiley,6
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Art Chang,Paperboy Love Prince,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Art Chang,Raymond J. McGuire,3
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Art Chang,Scott M. Stringer,3
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Art Chang,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Joycelyn Taylor,9
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Kathryn A. Garcia,5
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Maya D. Wiley,7
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Paperboy Love Prince,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Raymond J. McGuire,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Scott M. Stringer,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,Shaun Donovan,3
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Dianne Morales,skipped,3
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Eric L. Adams,Andrew Yang,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Eric L. Adams,Eric L. Adams,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Eric L. Adams,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Isaac Wright Jr.,Joycelyn Taylor,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Isaac Wright Jr.,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,Art Chang,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,Dianne Morales,7
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,Kathryn A. Garcia,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,Maya D. Wiley,12
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,Paperboy Love Prince,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,Raymond J. McGuire,12
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,Scott M. Stringer,6
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,Shaun Donovan,3
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,skipped,5
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Art Chang,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Dianne Morales,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Joycelyn Taylor,6
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Maya D. Wiley,5
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Paperboy Love Prince,3
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Raymond J. McGuire,5
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Scott M. Stringer,8
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,Shaun Donovan,9
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Kathryn A. Garcia,skipped,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Aaron S. Foldenauer,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Art Chang,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Dianne Morales,10
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Joycelyn Taylor,10
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Kathryn A. Garcia,6
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Paperboy Love Prince,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Raymond J. McGuire,5
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Scott M. Stringer,7
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,Shaun Donovan,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Maya D. Wiley,skipped,6
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Paperboy Love Prince,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Paperboy Love Prince,Art Chang,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Paperboy Love Prince,Joycelyn Taylor,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Paperboy Love Prince,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Paperboy Love Prince,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Paperboy Love Prince,Scott M. Stringer,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Aaron S. Foldenauer,8
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Art Chang,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Dianne Morales,6
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Isaac Wright Jr.,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Joycelyn Taylor,6
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Kathryn A. Garcia,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Maya D. Wiley,7
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Paperboy Love Prince,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Scott M. Stringer,11
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,Shaun Donovan,5
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Raymond J. McGuire,skipped,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,Art Chang,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,Dianne Morales,9
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,Joycelyn Taylor,5
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,Kathryn A. Garcia,6
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,Maya D. Wiley,3
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,Paperboy Love Prince,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,Raymond J. McGuire,6
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,Shaun Donovan,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Scott M. Stringer,skipped,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Shaun Donovan,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Shaun Donovan,Dianne Morales,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Shaun Donovan,Joycelyn Taylor,8
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Shaun Donovan,Scott M. Stringer,4
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,Shaun Donovan,skipped,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,skipped,Joycelyn Taylor,2
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,skipped,skipped,49
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,skipped,writein,1
Eric L. Adams,Andrew Yang,Isaac Wright Jr.,writein,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Art Chang,4
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Dianne Morales,4
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Isaac Wright Jr.,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Kathryn A. Garcia,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Maya D. Wiley,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Paperboy Love Prince,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Raymond J. McGuire,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Scott M. Stringer,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,Shaun Donovan,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Aaron S. Foldenauer,skipped,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Andrew Yang,Isaac Wright Jr.,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,Aaron S. Foldenauer,3
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,Dianne Morales,11
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,Isaac Wright Jr.,4
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,Kathryn A. Garcia,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,Maya D. Wiley,10
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,Paperboy Love Prince,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,Raymond J. McGuire,10
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,Scott M. Stringer,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,Shaun Donovan,3
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Art Chang,skipped,4
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Aaron S. Foldenauer,11
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Art Chang,8
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Isaac Wright Jr.,7
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Kathryn A. Garcia,31
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Maya D. Wiley,30
